URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
37,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,68.0,-34.0,2.9999999117647085,0.0812749003336455,13.139240506329115,-34.0,5.4518426379844405,13.139240506329115,509.0,1044.0,2262.0,1.0,7.6502890173410405
38,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,60.0,-35.0,3.799999848000006,0.12040557652673564,7.84,-35.0,3.282938775510204,7.84,216.0,575.0,1120.0,0.0,6.976190476190476
39,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,65.0,-38.0,3.8148146735253823,0.09346642459758037,10.313953488372093,-38.0,4.330767415641961,10.313953488372093,455.0,884.0,1930.0,1.0,7.698985343855694
40,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,64.0,-27.0,2.459459392987584,0.10022026420680588,7.808510638297872,-27.0,3.2710881790248716,7.808510638297872,271.0,724.0,1424.0,0.0,6.832425068119891
41,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,55.0,-23.0,2.4374999238281276,0.07379375584314686,9.741176470588234,-23.0,4.0612048877522025,9.741176470588234,341.0,828.0,1606.0,4.0,7.177536231884058
42,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,43.0,-22.0,3.095237947845812,0.08678237638613835,10.666666666666666,-22.0,4.4222222222222225,10.666666666666666,224.0,566.0,1130.0,3.0,7.074652777777778
43,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,27.0,-12.0,2.599999826666678,0.08262711846901034,7.666666666666667,-12.0,3.2481884057971016,7.666666666666667,167.0,359.0,748.0,0.0,7.182065217391305
44,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found
45,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,38.0,-13.0,2.039999918400003,0.11617312046429813,9.131578947368421,-13.0,3.796723797967542,9.131578947368421,125.0,345.0,626.0,2.0,6.804034582132565
46,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,67.0,-41.0,4.153845994082846,0.08359133120465066,11.919540229885058,-41.0,4.9402365355412945,11.919540229885058,447.0,1050.0,2066.0,2.0,7.0588235294117645
47,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,46.0,-63.0,-6.4117650830450055,0.07921511622150064,9.676470588235293,-63.0,4.04120626974194,9.676470588235293,421.0,1004.0,1975.0,1.0,7.167173252279635
48,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,37.0,-22.0,3.9333330711111287,0.07994579934966693,10.474576271186441,-22.0,4.3982447479567774,10.474576271186441,322.0,618.0,1334.0,1.0,7.70873786407767
49,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,30.0,-28.0,28.99998550000725,0.0723192019048389,7.357142857142857,-28.0,3.100138696255201,7.357142857142857,243.0,626.0,1195.0,0.0,6.889967637540453
50,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,63.0,-24.0,2.2307691735700215,0.10308056859824577,8.75,-24.0,3.678285714285714,8.75,312.0,701.0,1458.0,6.0,7.228571428571429
51,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,67.0,-22.0,1.9777777338271616,0.08785784788957764,9.329411764705883,-22.0,3.896707959350197,9.329411764705883,327.0,787.0,1583.0,2.0,7.109709962168979
52,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,26.0,0.0,0.9999999615384629,0.07878787854912764,11.73913043478261,0.0,4.911948470209341,11.73913043478261,146.0,270.0,595.0,0.0,7.7444444444444445
53,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,80.0,-39.0,2.90243895359905,0.13869463853298994,77.3,-39.0,31.081966364812416,77.3,313.0,772.0,1477.0,1.0,6.85640362225097
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,20.0,0.0,0.9999999500000024,0.04210526306925208,8.042553191489361,0.0,3.4170212765957446,8.042553191489361,189.0,374.0,768.0,0.0,7.264550264550264
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,14.0,-6.0,2.4999996875000394,0.042194092737987146,9.097560975609756,-6.0,3.855646374158112,9.097560975609756,202.0,372.0,826.0,1.0,7.949061662198392
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,0.0,-3.0,-1.0000003333334444,0.02727272702479339,10.75,-3.0,4.495348837209302,10.75,42.0,83.0,190.0,0.0,7.488372093023256
57,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,21.0,-67.0,-1.913043519848772,0.11041405255907898,11.981818181818182,-67.0,4.966930611118776,11.981818181818182,287.0,658.0,1316.0,0.0,7.277693474962064
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,14.0,-12.0,12.99999350000325,0.06701030910564354,10.931034482758621,-12.0,4.5339279886870445,10.931034482758621,128.0,314.0,628.0,0.0,6.968454258675079
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,58.0,-38.0,4.799999760000012,0.08839778997385102,7.63963963963964,-38.0,3.2157615162332145,7.63963963963964,339.0,845.0,1685.0,0.0,7.17688679245283
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,41.0,-3.0,1.157894706371192,0.10679611624564049,7.333333333333333,-3.0,3.1054545454545455,7.333333333333333,142.0,326.0,692.0,0.0,7.290909090909091
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,5.0,-1.0,1.4999996250000938,0.024999999895833333,10.421052631578947,-1.0,4.307814992025518,10.421052631578947,69.0,203.0,373.0,0.0,6.762626262626263
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,23.0,-8.0,2.066666528888898,0.06150793638589695,10.578947368421053,-8.0,4.386802827965436,10.578947368421053,156.0,402.0,726.0,0.0,6.629353233830845
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,13.0,-8.0,4.199999160000168,0.06422018328984654,12.476190476190476,-8.0,5.175209014903672,12.476190476190476,121.0,264.0,561.0,0.0,7.290076335877862
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,8.0,-7.0,14.999985000015002,0.09868420987707757,5.2272727272727275,-7.0,2.2891699604743088,5.2272727272727275,57.0,113.0,284.0,0.0,8.139130434782608
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,5.0,0.0,0.99999980000004,0.048543688849090404,7.166666666666667,0.0,3.0852713178294575,7.166666666666667,47.0,85.0,197.0,0.0,7.6395348837209305
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,23.0,-37.0,-4.285714591836756,0.116959064099495,6.543859649122807,-37.0,2.749447344903815,6.543859649122807,123.0,366.0,700.0,3.0,6.801608579088472
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,9.0,-2.0,1.5714283469388075,0.0999999990909091,8.181818181818182,-2.0,3.4060606060606062,8.181818181818182,30.0,85.0,172.0,0.0,6.677777777777778
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,33.0,-11.0,1.999999909090913,0.09649122785857187,9.35,-11.0,3.946417112299465,9.35,193.0,375.0,817.0,0.0,7.818181818181818
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,1.0,-7.0,-1.3333335555555925,0.09756097441998812,6.090909090909091,-7.0,2.5557666214382633,6.090909090909091,20.0,64.0,123.0,0.0,6.8059701492537314
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,9.0,-25.0,-2.125000132812508,0.18279569794195863,6.695652173913044,-25.0,2.8289102202145684,6.695652173913044,58.0,143.0,297.0,0.0,6.935064935064935
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,26.0,-49.0,-3.260869706994335,0.06590509660289534,11.786666666666667,-49.0,4.9092368024132735,11.786666666666667,430.0,886.0,1910.0,1.0,7.776018099547511
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,43.0,-23.0,3.299999835000008,0.07135135127421476,10.73611111111111,-23.0,4.430020123616501,10.73611111111111,262.0,758.0,1432.0,0.0,6.771021992238033
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,34.0,-26.0,7.499999062500118,0.06369426744830757,8.564705882352941,-26.0,3.5643438914027152,8.564705882352941,252.0,725.0,1368.0,3.0,6.818681318681318
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,24.0,-7.0,1.823529304498276,0.06768558937186553,4.780821917808219,-7.0,2.0647642972092477,4.780821917808219,133.0,340.0,706.0,0.0,6.962750716332378
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,42.0,-8.0,1.4705881920415238,0.06648936161371095,8.164179104477611,-8.0,3.407536358427242,8.164179104477611,194.0,543.0,1067.0,0.0,7.148080438756856
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,31.0,-6.0,1.4799999408000024,0.1485943769132756,11.294117647058824,-6.0,4.6968137254901965,11.294117647058824,86.0,195.0,380.0,0.0,7.114583333333333
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,42.0,-16.0,2.2307691449704175,0.055715657967612235,11.146666666666667,-16.0,4.639049441786284,11.146666666666667,377.0,853.0,1716.0,1.0,7.257177033492823
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,23.0,-73.0,-1.9200000384000007,0.15920397983548262,5.4375,-73.0,2.322126436781609,5.4375,160.0,424.0,833.0,3.0,7.062068965517241
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,59.0,-23.0,2.2777777145061746,0.1255742723957515,6.358974358974359,-23.0,2.662944582299421,6.358974358974359,148.0,491.0,867.0,0.0,6.530241935483871
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,22.0,-35.0,-4.384615721893517,0.08934169264993465,11.297872340425531,-35.0,4.636663060463998,11.297872340425531,156.0,533.0,886.0,0.0,6.4331450094161955
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,23.0,-23.0,46000000.0,0.06469760891041124,8.044117647058824,-23.0,3.4048499838692337,8.044117647058824,256.0,545.0,1210.0,0.0,7.570383912248629
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,22.0,-77.0,-1.8000000327272732,0.1601941744980677,5.8441558441558445,-77.0,2.4878845598845603,5.8441558441558445,169.0,437.0,866.0,4.0,7.08
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,20.0,-11.0,3.4444440617284378,0.07635467961488995,9.617647058823529,-11.0,4.010973196618097,9.617647058823529,134.0,327.0,620.0,0.0,6.804281345565749
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,8.0,-6.0,6.99999650000175,0.07999999954285715,13.0,-6.0,5.356643356643357,13.0,56.0,141.0,277.0,0.0,6.965034965034965
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,25.0,-18.0,6.142856265306247,0.0909090907168941,15.68,-18.0,6.435265306122449,15.68,160.0,391.0,816.0,0.0,7.326530612244898
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,21.0,-32.0,-4.818182256198386,0.06751592348087143,10.474576271186441,-32.0,4.343875815917943,10.474576271186441,238.0,613.0,1179.0,0.0,7.032362459546926
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,36.0,-11.0,1.879999924800003,0.01725403817281423,8.939759036144578,-11.0,3.6856969657606165,8.939759036144578,611.0,2130.0,3822.0,0.0,6.076819407008086
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,36.0,-49.0,-6.538462041420157,0.08432539674174068,9.764705882352942,-49.0,4.076002834868888,9.764705882352942,353.0,827.0,1638.0,6.0,7.1891566265060245
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29.0,-64.0,-2.6571429330612264,0.09207920782962455,12.859375,-64.0,5.328440157958688,12.859375,380.0,822.0,1755.0,0.0,7.469015795868772
91,https://insights.blackcoffer.com/human-rights-outlook/,2.0,-1.0,2.9999970000030003,0.05357142761479594,11.0,-1.0,4.5181818181818185,11.0,13.0,44.0,78.0,0.0,6.159090909090909
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,23.0,-3.0,1.299999935000003,0.06735751277886655,9.566666666666666,-3.0,3.9604645760743327,9.566666666666666,96.0,294.0,524.0,1.0,7.010452961672474
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,37.0,-34.0,23.666658777780405,0.07481559528470433,6.190082644628099,-34.0,2.6634829910955653,6.190082644628099,351.0,737.0,1577.0,1.0,7.399198931909212
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,53.0,-15.0,1.789473637119115,0.06302131597495707,8.893617021276595,-15.0,3.7143846075537006,8.893617021276595,328.0,850.0,1630.0,0.0,7.038277511961723
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,30.0,-34.0,-16.000004000001,0.09580838309010721,11.53191489361702,-34.0,4.76258145560179,11.53191489361702,203.0,535.0,1042.0,1.0,6.996309963099631
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,16.0,-44.0,-2.142857219387758,0.053238686731820146,12.891891891891891,-44.0,5.326148790299733,12.891891891891891,404.0,953.0,1972.0,0.0,7.145702306079665
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,16.0,-42.0,-2.230769316568051,0.0958677684365822,9.169811320754716,-42.0,3.8243031291249316,9.169811320754716,190.0,489.0,999.0,0.0,7.174897119341564
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,36.0,-48.0,-7.000000583333382,0.1233480174400176,7.391891891891892,-48.0,3.1234843618755868,7.391891891891892,228.0,544.0,1072.0,0.0,7.127970749542961
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,19.0,-25.0,-7.333334555555759,0.0940170938162028,12.058823529411764,-25.0,4.997187948350072,12.058823529411764,178.0,410.0,831.0,1.0,7.114634146341463
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,22.0,-41.0,-3.3157896481994555,0.07134767828839447,10.712121212121213,-41.0,4.433646221765033,10.712121212121213,263.0,716.0,1432.0,1.0,7.033946251768034
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,3.0,-3.0,6000000.0,0.07692307593688365,9.0,-3.0,3.7079365079365085,9.0,17.0,63.0,108.0,0.0,6.174603174603175
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,28.0,-46.0,-4.111111339506186,0.10995542331358778,8.619047619047619,-46.0,3.5971586424625097,8.619047619047619,203.0,545.0,985.0,0.0,6.828729281767956
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,8.0,-25.0,-1.9411765847750933,0.07382550319054697,9.0,-25.0,3.750427350427351,9.0,132.0,344.0,643.0,1.0,6.746438746438747
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,28.0,-57.0,-2.931034583828779,0.1257396447844088,11.23076923076923,-57.0,4.679293993677555,11.23076923076923,273.0,586.0,1237.0,0.0,7.441780821917808
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,22.0,-35.0,-4.384615721893517,0.0979381441616183,11.4,-35.0,4.7038596491228075,11.4,164.0,448.0,806.0,1.0,6.870614035087719
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,1.0,0.0,0.9999990000010001,0.008474576199367999,18.6,0.0,7.573333333333334,18.6,31.0,92.0,171.0,0.0,6.956989247311828
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,13.0,-3.0,1.5999998400000162,0.04747774466623814,8.53125,-3.0,3.5487637362637368,8.53125,93.0,273.0,484.0,0.0,6.527472527472527
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,30.0,-55.0,-3.4000001360000054,0.1475694441882475,13.647058823529411,-55.0,5.632961460446247,13.647058823529411,202.0,479.0,958.0,2.0,7.459051724137931
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,30.0,-25.0,10.99999780000044,0.15580736499771286,9.096774193548388,-25.0,3.736582017844887,9.096774193548388,69.0,267.0,483.0,2.0,6.074468085106383
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6.0,-39.0,-1.3636364049586789,0.06302520999576301,11.294117647058824,-39.0,4.6655637254901965,11.294117647058824,213.0,590.0,1103.0,0.0,6.994791666666667
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,14.0,-33.0,-2.4736843407202285,0.07654723114568855,9.442307692307692,-33.0,3.9610371298762335,9.442307692307692,226.0,491.0,1003.0,0.0,7.5682281059063135
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,27.0,-52.0,-3.1600001264000053,0.11318051559716258,10.090909090909092,-52.0,4.200687960687961,10.090909090909092,228.0,557.0,1109.0,1.0,7.428828828828829
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,17.0,-21.0,-9.500002375000594,0.080679405348876,10.527777777777779,-21.0,4.379976546467312,10.527777777777779,160.0,382.0,785.0,1.0,7.226912928759894
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,48.0,-48.0,96000000.0,0.10400866727626364,10.146666666666667,-48.0,4.20846955759965,10.146666666666667,285.0,785.0,1419.0,2.0,6.889618922470434
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,21.0,-39.0,-3.333333518518529,0.0610376398158315,11.315068493150685,-39.0,4.686317954161001,11.315068493150685,331.0,832.0,1624.0,2.0,6.912832929782082
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,25.0,-25.0,50000000.0,0.11655011627843796,16.291666666666668,-25.0,6.601577152600171,16.291666666666668,83.0,391.0,637.0,2.0,5.826086956521739
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,38.0,-64.0,-3.923077073964503,0.0932358317246473,12.232876712328768,-64.0,5.047685959287611,12.232876712328768,345.0,878.0,1760.0,1.0,7.107502799552072
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,26.0,-45.0,-3.7368423019390686,0.14314516100172348,6.403225806451613,-45.0,2.6690988868123835,6.403225806451613,107.0,387.0,715.0,0.0,6.433249370277078
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8.0,-14.0,-3.6666672777778797,0.09482758579815696,9.6,-14.0,4.017083333333334,9.6,85.0,190.0,420.0,0.0,7.479166666666667
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,46.0,-92.0,-3.0000000652173924,0.09318028352925031,12.762886597938145,-92.0,5.264443815265727,12.762886597938145,493.0,1240.0,2377.0,3.0,7.01453957996769
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,34.0,-65.0,-3.1935484901144675,0.13487738401242863,9.430769230769231,-65.0,3.8910678880662566,9.430769230769231,182.0,608.0,1083.0,1.0,6.517128874388255
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,33.0,-68.0,-2.8857143681632675,0.09033989258466914,8.71,-68.0,3.62774282433984,8.71,313.0,889.0,1666.0,2.0,6.927669345579793
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,41.0,-84.0,-2.9069768117901584,0.11353315157717242,11.5,-84.0,4.751170568561873,11.5,339.0,899.0,1749.0,2.0,7.068004459308807
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,20.0,-41.0,-2.904762043083907,0.09428129815412473,8.483333333333333,-41.0,3.542645710543549,8.483333333333333,190.0,502.0,972.0,0.0,6.829076620825147
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,55.0,-18.0,1.9729729196493806,0.06797020477842625,13.138461538461538,-18.0,5.43758602053684,13.138461538461538,389.0,867.0,1842.0,0.0,7.427400468384075
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,16.0,-25.0,-4.555556061728451,0.07706766902806829,12.382352941176471,-25.0,5.106860416375577,12.382352941176471,162.0,427.0,847.0,0.0,7.121140142517815
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,36.0,-84.0,-2.500000052083334,0.14067995294175856,10.132352941176471,-84.0,4.208528984888586,10.132352941176471,268.0,694.0,1387.0,0.0,7.194484760522497
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,8.0,-17.0,-2.777778086419787,0.1373626366078976,8.5625,-17.0,3.606021897810219,8.5625,62.0,132.0,272.0,1.0,7.299270072992701
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,4.0,-5.0,-9.000009000009,0.0343511449070567,9.772727272727273,-5.0,4.065369978858351,9.772727272727273,84.0,219.0,445.0,0.0,7.181395348837209
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,24.0,-63.0,-2.2307692879684433,0.07335581781335934,19.235294117647058,-63.0,7.83723691311387,19.235294117647058,351.0,985.0,1906.0,0.0,6.80632008154944
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,86.0,-32.0,2.1851851447187935,0.10341805424766164,12.506849315068493,-32.0,5.177986166334079,12.506849315068493,400.0,911.0,1876.0,0.0,7.384446878422782
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,27.0,-22.0,9.799998040000391,0.05432372499520651,9.614285714285714,-22.0,4.012727658671195,9.614285714285714,281.0,692.0,1440.0,1.0,7.6656760772659736
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,26.0,-20.0,7.666665388889101,0.09913793082082342,14.074074074074074,-20.0,5.844366471734894,14.074074074074074,204.0,379.0,871.0,0.0,7.771052631578947
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,7.0,-10.0,-5.6666685555561855,0.0702479335940168,10.882352941176471,-10.0,4.530238473767886,10.882352941176471,82.0,182.0,401.0,0.0,7.52972972972973
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,4.0,-4.0,8000000.0,0.04571428545306123,7.5,-4.0,3.094814814814815,7.5,32.0,131.0,228.0,0.0,6.407407407407407
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0.0,-16.0,-1.0000000625000038,0.069868995328083,7.739130434782608,-16.0,3.2821690278456277,7.739130434782608,83.0,175.0,376.0,0.0,7.50561797752809
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,4.0,-7.0,-3.6666678888892963,0.06666666626262627,9.384615384615385,-7.0,3.888272383354351,9.384615384615385,41.0,124.0,241.0,0.0,6.778688524590164
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5.0,-12.0,-2.4285717755102536,0.11409395896581236,7.125,-12.0,3.053508771929825,7.125,58.0,113.0,247.0,0.0,7.5964912280701755
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,8.0,-3.0,2.199999560000088,0.08088235234645329,6.8,-3.0,2.892549019607843,6.8,44.0,104.0,202.0,0.0,7.009803921568627
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,14.0,-51.0,-1.7567568042366704,0.11403508751923669,9.653061224489797,-51.0,4.001605039478794,9.653061224489797,166.0,479.0,884.0,0.0,6.86892177589852
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,5.0,-21.0,-1.6250001015625062,0.0938628155456216,12.941176470588236,-21.0,5.311016042780749,12.941176470588236,74.0,216.0,416.0,0.0,6.790909090909091
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,37.0,-71.0,-3.176470681660902,0.0966875558668867,11.216867469879517,-71.0,4.647434420819692,11.216867469879517,374.0,944.0,1889.0,0.0,7.19656283566058
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5.0,-26.0,-1.4761905464852643,0.08635097468983015,8.243243243243244,-26.0,3.4533628710677897,8.243243243243244,119.0,304.0,616.0,0.0,7.150819672131147
144,https://insights.blackcoffer.com/ensuring-growth-through-insurance-technology/,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found,page not found
145,https://insights.blackcoffer.com/blockchain-in-fintech/,11.0,-11.0,22000000.0,0.0549999998625,9.970588235294118,-11.0,4.1439875065070275,9.970588235294118,132.0,333.0,719.0,0.0,7.622418879056047
146,https://insights.blackcoffer.com/blockchain-for-payments/,22.0,-27.0,-9.800001960000392,0.08749999984375,8.472727272727273,-27.0,3.560764728833399,8.472727272727273,200.0,466.0,990.0,0.0,7.652360515021459
147,https://insights.blackcoffer.com/the-future-of-investing/,36.0,-12.0,1.99999991666667,0.06703910605162136,10.690909090909091,-12.0,4.451873840445269,10.690909090909091,258.0,587.0,1165.0,0.0,7.261904761904762
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,26.0,-46.0,-3.600000180000009,0.09716599177170582,8.32876712328767,-46.0,3.5124279019466473,8.32876712328767,275.0,613.0,1241.0,0.0,7.134868421052632
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,29.0,-3.0,1.2307691834319545,0.09014084481650467,11.461538461538462,-3.0,4.806091894682499,11.461538461538462,165.0,293.0,654.0,0.0,7.899328859060403
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,33.0,-41.0,-9.250001156250145,0.11878009611752793,7.893939393939394,-41.0,3.342604548362706,7.893939393939394,241.0,517.0,1096.0,0.0,7.228406909788868
